title,isbn10,isbn13
"Encounters: Chinese Language and Culture, Character Writing Workbook 2",0300161719,9780300161717
A Grammar of Akkadian (Harvard Semitic Studies),1575069415,9781575069418
Professional English in Use Law,0521685427,9780521685429
Javanese: A Cultural Approach (Ohio RIS Southeast Asia Series),0896801217,9780896801219
Focus on Pronunciation 1 (Book & CD),0130978736,9780130978738
Complete Italian: A Teach Yourself Guide (Teach Yourself Language),0071664548,9780071664547
Curso completo inglés para latinos / Inglés en 100 días (Spanish Edition),1603969411,9781603969413
Modern Persian: Complete Course (Teach Yourself Books),0844238155,9780844238159
Using Japanese: A Guide to Contemporary Usage,0521646146,9780521646147
"Student Activities Manual for Hoy dia: Spanish for Real Life, Volume 2",0205764665,9780205764662
Chekhov: Selected Short Stories (Russian Texts),1853994065,9781853994067
Everyday Hebrew: Language Program,084428484X,9780844284842
face2face Elementary Student's Book with DVD-ROM,1107422043,9781107422049
Da! A Practical Guide to Russian Grammar (Routledge Concise Grammars) (Russian Edition),1444148788,9781444148787
Cheng & Tsui Chinese Measure Word Dictionary: A Chinese-English English-Chinese Usage Guide (English and Mandarin Chinese Edition),0887276326,9780887276323
Formal Spoken Arabic FAST Course with MP3 Files (Georgetown Classics in Arabic Languages and Linguistics) (Arabic Edition),1589011066,9781589011069
"Student Activities Manual and iLrn Heinle Learning Center, 4 terms (24 months) Printed Access Card for Blitt/Casas' Exploraciones, 2nd (World Languages)",1305257731,9781305257733
Lingüística aplicada: Adquisición del español como segunda lengua,0471013919,9780471013914
Japanese for College Students III: Text (Japanese for College Student Series),4770019998,9784770019998
A Kaleidoscope of China: An Advanced Reader of Modern Chinese (The Princeton Language Program: Modern Chinese),0691146918,9780691146911
Interchange Level 2 Full Contact with Self-study DVD-ROM (Interchange Fourth Edition),1107625009,9781107625006
Multi Dictionary Bilingual Learners Dictionary Hebrew-Hebrew-English English-Hebrew (Multilingual Edition),965390003X,9789653900035
Spanish Grammar For Dummies,1118023803,9781118023808
Conozcámonos!: Curso práctico de espanol para el estudiante bilingüe en los Estados Unidos (World Languages),1413022006,9781413022001
English in Medicine: A Course in Communication Skills (Cambridge Professional English),0521606667,9780521606660
Héritages francophones: Enquêtes interculturelles,0300125453,9780300125450
Modern Japanese Grammar: A Practical Guide (Modern Grammars),0415572010,9780415572019
Basic English Composition (Ags Basic English) Workbook,0785429085,9780785429081
Focus on Academic SKills for IELTS Student Book with CD,140825901X,9781408259016
A Beginners' Guide to Tajiki,0415315980,9780415315982
"Modern Persian: Spoken and Written, Volume 2 (Yale Language)",0300100523,9780300100525
American Heritage ESL Dictionary,0395880696,9780395880692
An Introduction to Korean Linguistics,0415659930,9780415659932
Using Arabic: A Guide to Contemporary Usage,0521648327,9780521648325
Oxford First Russian Words (First Words),0199111510,9780199111510
Living German: A Grammar Based Course with CD (A Hodder Arnold Publication),0340990759,9780340990759
What a World Reading: Book Level 2,0132477963,9780132477963
Professional English in Use Engineering with Answers: Technical English for Professionals,0521734886,9780521734882
Le Français: Départ-Arrivée,1584655976,9781584655978
Lughatuna al-Fusha: A New Course in Modern Standard Arabic: Book Five (Arabic Edition),9774166191,9789774166198
Objective Proficiency Workbook with Answers with Audio CD,1107619203,9781107619203
Touchstone Level 1 Full Contact,1107683300,9781107683303
"Pathways 3: Reading, Writing and Critical Thinking:  Audio CD (Summer School)",1133317359,9781133317357
Primary Curriculum Box with Audio CD (Cambridge Copy Collection),0521729610,9780521729611
Everyday Idioms 2: For Reference and Practice (Everyday Idioms for Reference & Practice Book 2),0201441810,9780201441819
Echo 2eme Edition Livre De L'eleve + Dvd-rom + Livre-web Niveau B1.1 (French Edition),2090385960,9782090385960
Now You're Talking! 1,111135054X,9781111350543
Modern Russian Grammar: A Practical Guide (Modern Grammars),0415397502,9780415397506
Everyday Thai for Beginners,9749575970,9789749575970
Kallimni ‘Arabi Aktar: An Upper Intermediate Course in Spoken Egyptian Arabic 3 (Arabic Edition),9774161009,9789774161001
Aeneid 4 (The Focus Vergil Aeneid Commentaries),1585102288,9781585102280
Swedish: An Essential Grammar (Routledge Essential Grammars),0415458005,9780415458009
De Monarchia: Parallel Text Latin - English (English and Latin Edition),1466280980,9781466280984
"Precis ""Les Verbes Et Leurs Prepositions"" (English and French Edition)",2090352531,9782090352535
English in Mind Level 1 Student's Book with DVD-ROM,0521179076,9780521179072
Latin Prose Composition (Focus Classical Texts),0941051919,9780941051910
"Cengage Advantage Books: Entre Amis, Volume 1 (World Languages)",0495909025,9780495909026
Working Mandarin for Beginners (Working Languages) (Chinese Edition),1589011376,9781589011373
face2face Intermediate Student's Book with DVD-ROM,1107422108,0001107422108
Basic Russian: A Grammar and Workbook (Grammar Workbooks),0415183189,9780415183185
Reading Academic Hebrew (English and Hebrew Edition),9004196188,9789004196186
¡Arriba! Comunicacin y cultura (5th Edition),0132223279,9780132223270
En Bonne Forme,0618665838,9780618665839
Colloquial Slovak: The Complete Course for Beginners (The Colloquial Series),041511540X,9780415115407
Cambridge English Preliminary for Schools 2 Self-study Pack (Student's Book with Answers and Audio CDs (2)): Authentic Examination Papers from Cambridge ESOL (PET Practice Tests),1107603129,9781107603127
Panache litteraire (with Audio Tape) (World Languages),0838455336,9780838455333
Manual of Business Spanish: A Comprehensive Language Guide (Languages for Business) (English and Spanish Edition),0415129036,9780415129039
Complete Panjabi: A Teach Yourself Guide (Teach Yourself Language),0071766030,9780071766036
Word by Word Picture Dictionary English/Korean Edition (2nd Edition),0131916300,9780131916302
Gente: Nivel básico with MySpanishLab multi semester Pegasus with eText -- Access Card Package (3rd Edition),0205222765,9780205222766
"A Primer for Advanced Beginners of Chinese, Traditional Characters: Vol. 2",0231125577,9780231125574
al-Kitab al-mufid: An Introduction to Modern Written Arabic (Arabic Edition),9774164466,9789774164460
Going Places Level 2: Student Book,0201825260,9780201825268
"Complete First Student's Book Pack (Student's Book with Answers with CD-ROM, Class Audio CDs (2))",1107698359,9781107698352
Ahlan wa Sahlan: Letters and Sounds of the Arabic Language,0300140487,9780300140484
Classical Chinese: A Functional Approach (Simplified Characters) (English and Chinese Edition),088727630X,9780887276309
Super Minds Level 4 Student's Book with DVD-ROM,0521222184,9780521222181
The Big Blue Book of French Verbs : 555 Fully Conjugated Verbs,0658014889,0639785401841
The Phonological Structure of the Verbal Roots in Arabic and Hebrew (Studies in Semitic Languages and Linguistics),9004120084,9789004120082
Japanese for Healthcare Professionals: An Introduction to Medical Japanese (Audio CD Included),4805311096,9784805311097
Routledge Intensive Italian Course (Routledge Intensive Language Courses),0415240808,9780415240802
"Advanced Standard Arabic through Authentic Texts and Audiovisual Materials: Part One, Textual Materials (Pt.1)",0472082612,9780472082612
Arabic: A Linguistic Introduction,1107606942,9781107606944
Virgil: Aeneid X (Latin Texts) (Bk. 10),1853990450,9781853990458
Business Advantage Upper-intermediate Student's Book with DVD,0521132177,9780521132176
"Swahili for Foreigners (Vitabu Vya Sayari Series, 7) (Swahili Edition)",9966250964,9789966250964
Colloquial German,041544375X,9780415443753
"Intermediate French Workbook: Level II (Workbook Series, Level 2) (French Edition)",2831560101,0052106060105
Take Off in French (With Audio CDs),0198602987,9780198602989
Alif Baa: Introduction to Arabic Letters and Sounds (Arabic Edition),1589016440,9781589016446
A Frequency Dictionary of Portuguese (Routledge Frequency Dictionaries),0415419972,9780415419970
Tagalog Verb Dictionary,087580652X,9780875806525
Alter Ego 5: Methode de Francais C1-C2: Cahier De Perfectionnement (French Edition),2011557984,9782011557988
Adelante: Student Edition 2003,003065937X,9780030659379
"Pathways 2: Reading, Writing, and Critical Thinking",1133317081,9781133317081
"C'est la vie!, A French Reader",0072824123,9780072824124
Thai: An Essential Grammar (Routledge Essential Grammars),0415510341,9780415510349
Danish: An Essential Grammar (Routledge Essential Grammars),0415496896,9780415496896
Dine Bizaad Binahoo'aah: Rediscovering the Navajo Language,1893354741,9781893354746
Key Concepts 2: Reading and Writing Across the Disciplines (Key Concepts: Reading and Writing Across the Disciplines),0618474625,9780618474622
"¡Buen viaje! Level 2, Student Edition (GLENCOE SPANISH)",0078256828,9780078256820
"An Introduction to Old Occitan (Introductions to Older Languages, 4) (English and Old Provencal Edition)",0873522931,9780873522939
Ventures Basic Teacher's Edition with Teacher's Toolkit Audio CD/CD-ROM Basic,0521719860,9780521719865
"Spanish Made Easy: Present, Past and Future",1425921957,9781425921958
Documenting China: A Reader in Seminal Twentieth-Century Texts,0295991275,9780295991276
Berlitz German Grammar Handbook (Pocket Guide) (German Edition),9812466908,9789812466907
Speaking Personally: Quizzes and Questionnaires for Fluency Practice,052128869X,9780521288699
En bonne forme,0470427140,9780470427149
Savoir-Faire: An Advanced French Course,0415130905,9780415130905
Multas Per Gentes (Themes in Latin Literature),0521377382,9780521377386
Elementary Vietnamese: Revised Edition,0804833699,0676251833690
Using French: (le francais en pratique) (Day by Day Method Assimil),2700501098,9782700501094
Teach Yourself Urdu Complete Course (Book Only) (TY: Complete Courses),0071546987,9780071546980
Bradley's Arnold Latin Prose Composition (Latin Language),0862921503,9780862921507
Colloquial Slovak: The Complete Course for Beginners (Colloquial Series),0415496284,9780415496285
Eastern Arabic with MP3 Files (Georgetown Classics in Arabic Languages and Linguistics series) (Arabic Edition),1589010523,9781589010529
"Chinese: An Essential Grammar, Second Edition (Essential Grammars)",0415372615,9780415372619
Test Your English Vocabulary in Use Elementary with Answers,0521136210,9780521136211
Now You're Talking! 2,1111350574,9781111350574
Serbian: An Essential Grammar (Routledge Essential Grammars),0415286417,9780415286411
A Systematic Approach to Business Japanese,0761823700,9780761823704
"English Pronunciation in Use Advanced Book with Answers, 5 Audio CDs and CD-ROM (Win 2000/XP)",0521693764,9780521693769
Entre Nous: A Communicative Approach to Beginning French,0471549967,9780471549963
Eccoci! Euro Edition with Cassette,0471693081,9780471693086
Cambridge BEC 4 Vantage Self-study Pack (Student's Book with answers and Audio CDs (2)): Examination Papers from University of Cambridge ESOL Examinations (BEC Practice Tests),0521739284,9780521739283
Teach Yourself Greek Complete Course,0071420118,9780071420112
French Experience 1,0563472618,9780563472612
Workbook and Laboratory Manual to accompany Eccoci!: Beginning Italian,0471309427,9780471309420
Colloquial Chinese: The Complete Course for Beginners (Colloquial Series),0415434157,9780415434157
"Compact First for Schools Student's Pack (Student's Book without Answers with CD-ROM, Workbook without Answers with Audio CD)",110760401X,9781107604018
Colloquial Czech: The Complete Course for Beginners (Colloquial Series),0415496314,9780415496315
Sentence Patterns of Indonesian (Pali Language Texts : Southeast Asia) (English and Indonesian Edition),082480418X,9780824804183
Modern Written Arabic: A Comprehensive Grammar (Comprehensive Grammars),0415130859,9780415130851
Meaning and the English Verb,0582305314,9780582305311
Dos Mundos: Communicacion y Comunidad,0077377516,9780077377519
Arabic Through the Qur'an (Islamic Texts Society),0946621675,9780946621675
"Fonetica y fonologÃ­a espaÃ±olas, Textbook",1118744772,9781118744772
